30 119
4 82
6 12
10 15
12 7
21 77
22 89
28 2
30 39
33 28
36 93
39 32
40 1
40 9
40 20
52 25
52 79
59 18
61 5
78 51
84 85
84 96
85 94
87 26
87 57
90 65
94 6
94 35
94 100
96 38
100 4
6 10
10 16
16 25
25 27
27 6
1 2
2 8
8 9
9 10
10 30
30 1
6 11
11 15
15 18
18 20
20 27
27 29
29 6
2 4
4 7
7 12
12 15
15 21
21 22
22 30
30 2
1 4
7 10
10 20
20 22
22 25
29 1
4 6
6 9
10 11
15 17
17 22
22 24
24 29
29 4
9 11
11 12
15 16
16 19
19 22
24 26
26 28
28 29
29 9
2 3
3 5
5 13
13 14
14 15
16 17
17 18
20 28
28 30
2 5
5 6
6 8
8 10
10 14
14 17
17 19
19 21
21 25
27 28
28 1
19 20
20 21
22 23
23 27
6 7
7 8
8 18
18 19
23 25
25 26
26 27
29 2
9 13
13 22
22 28
30 9
2 13
13 16
16 21
21 29
1 9
23 24
24 25
25 1
3 4
4 14
22 29
29 30
30 3
14 16
16 28
5 10
28 3
8 17
19 23
28 6
15 19
21 23
23 1
1 3
3 9
11 17
26 29
2 6
11 13
16 23
23 26
4 8
17 20
20 25
40 166
4 30
8 47
13 14
17 42
18 71
20 25
20 94
21 1
21 10
26 72
29 6
29 92
30 23
37 54
38 84
39 24
40 38
46 100
47 77
49 39
59 43
59 55
60 93
61 79
63 11
64 14
64 40
74 4
74 91
76 14
76 24
76 28
79 84
80 1
85 10
85 97
87 74
88 32
89 77
91 0
2 4
4 19
19 26
26 34
34 2
6 12
12 19
19 30
30 34
34 39
39 6
3 5
5 22
22 25
25 28
28 32
32 37
37 3
4 11
11 15
15 21
21 22
25 30
30 39
39 4
2 3
3 6
6 8
8 15
15 16
16 22
22 28
28 31
31 2
1 2
2 19
19 20
20 28
28 29
29 32
32 33
33 35
35 37
37 1
5 6
6 15
16 18
18 21
21 26
26 27
27 28
28 33
33 38
38 5
3 4
4 6
8 10
10 14
14 16
16 25
25 26
26 32
37 38
38 3
1 4
4 8
8 13
13 15
15 17
17 22
22 23
23 26
26 36
36 37
38 40
40 1
6 11
11 14
14 15
15 19
19 22
22 24
24 25
26 30
30 31
31 32
32 34
34 5
2 5
5 7
7 8
8 9
9 11
11 12
12 13
16 21
23 29
32 2
5 19
20 23
23 25
25 5
1 5
5 12
12 17
17 30
39 1
5 10
10 18
18 20
20 26
26 35
35 1
9 14
14 22
24 30
31 33
33 40
40 9
1 6
6 10
10 15
15 22
22 26
27 35
35 39
1 7
8 12
12 16
18 19
19 27
28 36
36 1
2 11
11 13
13 14
14 23
28 38
38 39
39 40
40 2
7 10
10 12
12 14
16 19
19 21
22 37
1 3
11 24
26 31
33 36
36 39
4 7
10 11
11 20
33 34
34 35
35 38
5 8
9 10
14 18
19 23
23 27
27 31
31 34
35 3
50 182
3 71
4 29
5 9
6 27
13 50
15 84
22 42
22 71
26 11
28 88
28 89
30 97
32 40
32 96
34 27
35 26
36 38
38 58
39 75
40 55
44 76
45 52
46 16
46 82
47 86
52 21
59 9
60 37
61 65
61 88
62 50
63 38
70 59
72 63
72 78
73 77
78 31
78 57
80 68
80 84
82 32
87 55
87 100
90 56
90 67
97 25
97 96
98 45
99 9
99 49
2 12
12 14
14 24
24 41
41 2
11 23
23 31
31 38
38 48
48 50
50 11
9 15
15 16
16 34
34 37
37 40
40 42
42 9
8 9
9 14
14 31
31 33
33 36
36 39
39 43
43 8
5 10
10 29
29 30
30 33
33 37
37 39
43 44
44 5
7 10
10 11
11 26
26 32
32 34
34 40
40 41
41 43
43 49
49 7
1 12
14 19
19 23
23 28
28 31
31 37
37 45
45 48
48 49
49 1
3 9
9 12
12 15
16 17
17 25
25 39
39 41
41 44
44 46
46 49
49 3
1 3
3 6
6 7
7 18
18 24
24 29
29 31
39 42
42 45
48 1
1 2
2 4
4 6
7 13
13 22
22 23
23 34
34 36
36 37
37 41
41 42
42 44
44 1
2 11
11 15
15 17
17 20
20 25
25 27
27 32
32 35
35 39
41 45
45 46
4 10
10 18
18 35
35 49
49 4
25 28
28 29
29 32
32 42
44 25
4 9
9 10
10 20
20 26
26 36
36 44
44 4
1 16
16 22
23 25
25 31
31 35
35 45
45 1
2 8
9 18
18 23
25 37
37 46
46 47
47 2
5 18
18 21
21 23
23 24
24 28
28 39
39 45
46 48
48 5
5 9
25 26
26 28
37 44
44 49
49 5
11 13
13 21
21 24
24 27
27 28
32 37
37 8
4 5
5 6
6 11
11 12
