30 58
1 85
6 2
8 24
9 66
18 71
18 97
26 4
26 45
28 53
35 8
35 93
46 89
50 31
56 43
58 10
60 75
65 58
66 93
76 88
76 99
79 67
80 25
81 7
85 57
96 0
97 22
97 55
99 67
99 74
100 35
6 28
28 29
6 29
19 18
18 26
26 27
19 27
27 29
29 1
1 10
10 14
27 14
29 20
20 17
17 9
9 23
28 23
19 12
12 11
11 3
3 22
22 30
30 24
19 24
18 12
12 1
1 5
5 9
9 7
7 25
25 26
24 28
29 19
19 17
17 14
14 5
9 3
3 2
2 10
10 15
15 23
23 22
22 26
24 26
27 24
24 29
29 21
21 17
17 20
20 11
11 6
6 5
5 4
4 9
7 10
14 15
15 25
27 26
40 62
6 15
7 28
7 53
8 2
9 3
13 8
13 30
16 6
18 7
18 51
19 17
22 30
22 80
28 49
30 38
42 57
48 7
51 69
52 41
54 65
55 67
56 27
61 8
64 81
66 16
68 48
68 72
73 84
77 9
83 19
83 75
84 69
85 91
88 5
90 78
93 15
94 39
94 58
99 72
100 72
18 4
4 11
18 11
39 3
3 22
22 23
39 23
18 3
3 12
12 34
34 30
18 30
40 35
35 27
27 24
24 9
9 36
40 36
38 33
33 16
16 2
2 1
1 5
5 17
38 17
40 21
21 15
15 1
1 11
11 5
5 34
40 30
32 35
35 31
31 27
27 16
16 14
14 3
3 7
7 12
12 5
17 25
25 29
29 30
30 37
32 37
19 26
26 40
40 33
33 27
27 28
28 16
16 10
10 3
7 1
1 6
6 5
5 8
8 23
23 25
25 22
19 22
50 63
0 2
0 53
1 43
3 99
20 42
21 99
22 64
22 90
26 52
27 38
27 77
27 89
32 89
33 32
35 50
36 29
36 32
36 67
37 22
37 52
38 65
40 39
42 80
43 79
44 85
47 96
48 62
51 96
53 58
58 13
63 40
65 87
67 2
68 86
69 100
73 19
75 3
78 66
85 89
86 99
90 17
91 34
91 88
93 30
93 41
94 64
95 5
95 26
96 34
97 27
7 9
9 31
7 31
25 4
4 17
17 18
25 18
26 11
11 18
18 17
17 48
26 48
38 35
35 11
11 3
3 19
19 44
38 44
34 24
24 28
28 23
23 4
4 15
15 16
34 16
29 32
32 27
27 7
7 20
20 1
1 22
22 47
29 47
46 38
38 26
26 23
23 13
13 6
6 12
12 8
8 18
18 3
3 1
1 37
37 36
36 48
48 49
46 49
38 39
39 35
35 28
28 26
26 25
25 6
12 2
2 20
20 22
22 29
29 31
31 37
37 44
44 45
46 45
100 151
1 0
1 49
1 76
2 80
2 91
3 33
3 86
6 27
6 47
6 62
8 17
8 35
8 87
9 77
9 95
10 3
11 33
13 7
13 20
14 84
15 86
16 15
16 63
17 86
19 29
19 45
20 32
21 26
23 57
24 15
25 18
25 85
26 17
27 53
27 66
28 56
28 73
29 0
29 41
30 72
