300 10000
374 64
117 50
372 32
154 22
112 2
188 3
18 12
245 21
154 11
224 2
384 21
173 37
132 80
151 64
103 21
139 96
371 16
277 19
30 16
27 42
161 18
201 2
180 27
31 4
209 8
12 6
378 25
344 29
337 14
364 152
38 3
137 21
83 4
96 2
260 25
150 71
246 28
321 13
292 9
105 8
195 25
46 19
94 34
388 14
332 24
381 5
213 25
69 10
82 6
98 5
216 32
356 100
248 18
71 17
21 21
241 2
321 22
181 5
177 47
75 53
45 7
34 21
172 49
364 23
194 34
270 6
247 141
234 15
15 22
365 84
292 13
115 56
291 11
289 26
122 22
115 33
254 9
34 120
275 34
316 22
86 29
72 177
217 36
105 34
104 20
192 96
372 9
371 73
388 107
299 21
250 3
80 4
35 8
162 11
368 20
368 5
394 48
29 1
111 18
81 100
39 8
58 17
61 16
178 20
237 83
301 40
232 23
97 108
393 2
81 65
385 4
34 31
74 31
90 85
317 42
255 126
114 3
276 125
324 107
199 45
282 79
399 27
316 24
151 18
186 3
45 11
104 46
180 3
31 22
10 21
275 96
304 37
257 9
23 29
259 26
366 9
216 9
159 16
295 77
82 41
170 132
112 4
240 19
388 9
310 34
15 119
207 73
68 59
369 35
76 87
216 5
366 25
56 5
392 16
352 15
321 29
137 3
7 27
133 20
165 8
281 34
299 83
136 37
312 15
196 56
171 14
277 24
204 26
256 11
43 8
255 63
379 36
319 30
98 19
17 1
217 11
343 21
390 89
236 56
329 21
393 21
39 71
181 46
309 10
174 8
253 5
164 9
70 19
274 1
146 2
54 41
252 2
357 35
188 17
111 56
399 43
95 5
379 68
128 72
217 25
369 81
326 30
152 24
291 54
224 30
75 53
345 41
393 17
136 34
130 12
1 1
77 17
31 65
269 9
151 23
172 32
141 14
323 67
355 87
372 4
47 27
30 126
82 96
360 24
292 42
225 18
60 32
45 61
19 61
27 39
118 28
261 19
159 85
186 29
395 48
332 27
117 24
202 9
103 66
332 24
348 4
387 39
99 14
148 21
93 20
17 26
91 22
197 12
273 3
225 18
118 9
156 11
54 1
122 10
122 37
343 84
313 24
275 13
203 8
122 61
194 63
332 37
314 1
325 22
154 62
274 72
192 26
105 43
172 43
91 147
364 60
194 8
245 43
338 10
375 40
274 48
41 5
368 29
159 24
106 22
287 12
128 27
96 30
356 46
192 10
319 33
79 76
40 11
37 51
342 8
336 25
353 29
277 8
181 19
113 6
105 12
325 22
134 11
84 50
296 12
50 1000
223 13
249 10
156 10
142 1
157 50
202 38
56 38
144 6
273 3
213 10
87 1
143 80
283 4
62 32
65 33
346 1
131 1
223 32
339 27
243 20
14 38
23 5
208 5
251 1
313 13
340 3
227 23
22 18
135 50
391 6
176 12
186 21
114 23
389 9
163 6
67 23
239 8
229 40
22 39
268 9
59 1
192 7
157 4
3 7
120 34
198 35
222 8
301 65
147 6
232 56
100 2000
291 14
176 16
198 56
327 2
53 12
329 51
308 148
95 41
80 11
331 2
111 28
350 3
391 61
162 46
101 8
371 3
290 1
316 40
79 8
154 10
86 8
344 36
167 37
396 29
299 22
277 14
24 57
2 23
201 10
300 13
359 1
75 9
321 21
246 37
164 3
343 7
113 1
7 25
118 7
295 11
195 11
248 20
38 47
114 11
163 11
397 26
92 30
20 5
183 27
217 6
328 3
25 1
129 9
73 10
69 32
118 81
398 5
209 6
210 8
257 9
196 7
179 43
181 8
302 1
294 60
185 1
98 24
261 27
282 25
145 3
111 7
253 2
302 2
6 12
294 2
102 9
399 15
338 35
11 7
40 2
3 59
237 5
155 48
98 11
312 33
344 28
270 2
290 4
230 48
304 3
349 6
113 39
236 10
357 17
330 1
375 29
243 7
87 2
289 58
185 6
130 3000
113 1
398 13
139 21
341 39
30 1
252 31
